pid,minx,miny,maxx,maxy
0,-165.21160993704783,-16.474428973466868,-99.74261741535166,65.01875762285482
1,-99.37059766572858,14.629455041053856,-91.847879398477,49.92097250543315
2,-91.69064741421421,8.624100622377341,-82.9435372218638,46.458376397158325
3,-82.50374554599206,-13.714562136165886,-74.41587927124793,55.80559190359662
4,-73.12635515742213,-53.80898872638426,-58.40910621854476,-26.8392531012435
5,-58.40821239037582,-38.2794536746554,-48.646465491787076,-26.844174100070752
6,-66.61451552902521,-26.4131050361699,-39.91812919062081,-17.559476791296056
7,-74.19566370086696,-16.9997386003669,-34.829639213916536,14.48396503776649
8,-74.26329569441259,14.485653348527338,-27.79222479538681,59.486256472806794
9,-16.91945132268067,7.946799265259666,-8.564026053133734,52.26074798447988
10,-10.061017958481477,52.352406721292105,-8.5603256538402,54.305629840467155
11,-8.545575203564262,6.031724807690462,-7.83326138764681,52.43513479717748
12,-8.529949213260675,52.480551482462864,-7.812506499670205,55.135912117901306
13,-7.790658198936397,33.22014488208953,-7.203207208777438,53.635780465050544
14,-7.7799573395701085,53.658829756495656,-7.209353958835077,55.329672263028996
15,-7.177146455000394,5.0243269957125225,-5.3376021530618365,53.38812440163546
16,-7.143613985771061,53.396727586739395,-5.5684987505761185,62.282386509376416
17,-4.946621277279303,5.308993258165964,1.4468633845410237,45.27121372282251
18,-4.514773801257309,45.49882473630992,1.4667380961829275,51.284238350380456
19,-4.7387674171588445,51.30343171196417,1.4163735263843122,57.10693902716086
20,1.633499694638259,6.531190809380299,4.309982638158902,47.73342809557955
21,1.5937286887403317,47.81974865094118,4.305231717685659,52.41456052948134
22,4.400876037152602,6.72462350366531,6.6593013840522035,47.72276293567888
23,4.393305404199171,47.73060817817943,6.649157569204452,60.15736678800955
24,6.701303046003243,5.165299121724186,9.593644395757545,48.31963138320228
25,6.698633264744524,48.33111381078556,9.599345533191595,58.33096324056314
26,9.719817029354768,1.4708981540907113,11.924524955562903,48.97835309365297
27,9.668799391441588,49.19312384783746,11.823501223303994,66.11413552801261
28,12.176388302583145,-14.936737349859813,14.180244078180158,50.235085764817946
29,12.038444342734254,50.23712236574626,14.159155525512954,67.1675246983774
30,14.214676793577615,-15.050778317842123,16.139260082826652,57.13420188735136
31,16.179476728825254,38.63550533994916,18.009566075429223,49.61826322527353
32,16.153595072164862,49.68013387047171,17.997796749705675,62.450168159626536
33,18.073264281793502,-33.98576151259168,20.1314556140989,54.365150629703116
34,20.14215437909598,37.94417421145552,21.90832069428137,49.8711509786405
35,20.131526117569255,49.87140391915418,21.850432622040874,69.72774505581867
36,21.936146782906363,-6.109598522339536,23.680003763552044,60.88150144785525
37,24.780265308579338,-33.86750624778321,59.45391838318163,32.711923174233796
38,23.756500355991715,35.0115537969729,32.49048461113849,50.37138533319938
39,32.559261411558936,33.25659876558902,41.77367326612215,50.42995483152423
40,23.762409007260434,50.73079066129259,28.338829027095365,54.405711551989874
41,28.363971636708193,50.633793112953796,41.71196039889041,54.39610892163662
42,23.770405293393566,54.461757971561745,27.651223089005637,66.63810793643178
43,27.657951757947032,54.4425325726543,40.79048961663454,68.8527029281394
44,42.49090384518995,33.061082505880364,59.47829823257374,52.45103658296328
45,43.733824923237755,52.60875430582122,59.02475503724257,61.87486848841298
46,103.84190731298868,-7.7930347936038835,108.22498610038741,-2.641394040204208
47,108.25198263227662,-37.924533390976045,140.48662729843772,-2.821099744340236
48,67.03663934123736,8.385890238024823,87.95854652514672,27.705235661110827
49,60.611271523267554,27.782630062585916,87.61478778941607,60.99142132212665
50,88.77478842673437,3.558940752151085,120.52272011062928,25.509018011940487
51,120.52921123929745,3.624947177484221,125.60726755025402,25.15935752232272
52,88.85283475549143,25.746513443998598,118.56315655468222,32.306436247205404
53,90.17934717379455,32.368970448110076,118.34742452271813,59.75425018444644
54,118.8127245488163,26.287077731460187,139.91820309333897,36.80404785332185
55,119.02503344817514,37.00250822057103,140.58878548744923,63.2101636017295
56,141.01805570999016,-38.39038592790301,145.21012225284838,45.39557247802652
57,145.33132074866424,-43.65016135957478,174.7354127474285,-16.91252203751083
